Whiskey,Percent.whiskey,Rep,Style,1-Propanol,"1-Propanol, 2-methyl-",1-Butanol,"1-Butanol, 3-methyl-",1-Decanol,(Z)-4-Decen-1-ol,Phenylethyl Alcohol,1-Dodecanol,1-Tetradecanol,Octanoic acid,n-Decanoic acid,1-Hexadecanol,Dodecanoic acid
Highland Park,90,1,SM,43560.45,608504.7822,14022.86672,2386442.304,6732.880561,0,253499.8736,4423.937114,32453.08221,39200.86389,57683.33161,28452.30829,17814.8577
Highland Park,90,2,SM,38746.37347,556032.8389,12258.52651,2236311.024,5817.776741,0,242908.2676,2745.427419,22904.18503,22118.0418,22498.65639,21297.28597,5029.017025
Highland Park,90,3,SM,35529.85712,582754.5147,13285.06596,2268538.718,5963.675585,0,273840.6096,4243.4618,34620.43461,33770.51248,38072.44773,29475.85475,10808.00685
Highland Park,100,1,SM,49410.07344,587937.2597,12635.50991,2150457.231,2542.242492,0,212775.1375,0,3248.292223,11419.74951,14072.13566,3293.148375,1004.714751
Highland Park,100,2,SM,52957.69458,622000.4903,13643.57691,2277805.226,1890.598496,0,141895.464,0,2072.961104,5823.956989,11969.51397,3296.627604,0
Highland Park,100,3,SM,48556.79787,620358.8421,13963.89761,2243536.395,3235.565518,0,234286.4886,1225.500271,14732.8316,26750.71794,49763.03665,12542.40943,16707.91443
Highland Park Dark,50,1,SM,25807.26191,385130.838,9539.439245,2466425.041,38245.23967,0,319194.1706,34950.97556,81896.39632,221135.9864,711164.6831,41272.71786,129553.0028
Highland Park Dark,50,2,SM,22038.25639,383501.6219,9317.781903,2490122.066,35315.72802,0,315998.35,32654.24047,84484.99138,215245.8042,678137.4333,40801.5222,151874.3344
Highland Park Dark,50,3,SM,25454.14359,371258.0218,9102.52166,2388959.474,40464.71941,0,374973.5542,27309.64981,74935.40437,220728.1926,610219.8507,34806.8315,130308.7897
Highland Park Dark,60,1,SM,26729.71483,414414.9958,9339.558388,2456276.891,21827.34775,0,305352.3729,25293.21778,60305.25616,139813.6534,369810.6724,30730.91082,68123.33555
Highland Park Dark,60,2,SM,29373.72272,435702.1035,10276.65389,2584920.142,24539.5439,0,303644.015,24653.10112,74999.88769,136373.5143,296127.1659,35263.47156,82364.61049
Highland Park Dark,60,3,SM,30094.96631,426446.9079,10040.29855,2545613.491,27341.54592,0,313249.897,25131.47985,71990.88232,140284.4917,266552.1118,34798.94738,71432.91039
Highland Park Dark,70,1,SM,29722.20554,429886.3272,9697.462028,2383300.764,12792.66202,0,259976.397,14612.11927,63252.50353,74859.99784,109806.1713,38408.41556,36692.42546
Highland Park Dark,70,2,SM,30887.15877,437057.7997,9980.534558,2403253.471,12827.73949,0,254375.5698,14517.87932,59537.48832,74007.48339,105115.5019,37119.49026,32894.24208
Highland Park Dark,70,3,SM,37081.13904,467034.292,10744.61941,2560658.111,13323.01769,0,275123.6939,13650.0021,63592.51435,77195.13145,129815.3679,36059.99404,41953.27815
Highland Park Dark,80,1,SM,34904.30843,451020.6061,9964.397067,2305894.161,5519.742452,0,267190.8579,3459.314776,23492.1904,38950.10011,40655.28112,24814.34216,10664.58098
Highland Park Dark,80,2,SM,45869.98094,500377.6257,11088.47306,2485393.139,6512.087772,0,281565.0902,3837.29768,21801.28559,42677.89577,44515.13315,22904.48578,10619.62541
Highland Park Dark,80,3,SM,39434.01522,472037.3878,10018.91687,2369252.95,4529.813499,0,250938.456,2760.552191,17531.34967,30858.3543,28687.37405,21272.86265,5796.571315
Highland Park Dark,90,1,SM,43326.02127,466874.5521,10268.1114,2215051.269,2558.55749,0,232493.3188,0,4493.177937,14383.94752,17020.76083,7595.013484,1476.421331
Highland Park Dark,90,2,SM,46801.6173,493946.4066,11370.10374,2308319.278,2849.113643,0,171090.3555,0,10446.27095,15776.31427,28694.4763,10989.57321,12214.70534
Highland Park Dark,90,3,SM,49889.54381,512639.8855,11936.21021,2382084.554,3389.688667,0,241138.0607,793.0415198,14085.41785,27624.13631,46025.10885,15523.92795,20491.3821
Highland Park Dark,100,1,SM,54043.14191,504016.4458,10630.46802,2164000.397,1048.359295,0,161017.7849,0,1529.750871,9020.453154,17358.31585,5318.35311,4313.786492
Highland Park Dark,100,2,SM,52520.00374,503213.7496,10986.25714,2202432.512,1185.60312,0,195840.3739,0,3211.544388,13891.15102,21840.66822,5941.993285,6824.724542
Highland Park Dark,100,3,SM,53381.12257,511783.7974,10950.55401,2220310.644,783.9183177,0,129473.6494,0,2191.197412,7040.867768,15966.75236,5506.574053,4697.396917
The Irishman,50,1,IW,33642.80119,253023.9201,8238.691473,2139720.828,87511.4713,980.0431507,42952.62509,44116.00155,23030.11377,44529.98889,456500.6455,5276.782112,169856.1105
The Irishman,50,2,IW,46623.00392,256497.5751,8935.994948,2107694.878,70810.94113,485.9315572,39674.49029,32283.53143,18973.06095,34134.39803,341298.8812,5600.932467,155498.192
The Irishman,50,3,IW,32512.37235,248027.3524,7592.953646,2097271.177,88812.32856,1088.442437,44009.66344,45525.90376,23889.9371,42389.13512,489475.3314,5548.091986,183933.237
The Irishman,60,1,IW,74017.68516,190727.3416,11291.82106,2279830.106,49641.39306,203.0258567,33489.09772,26689.79036,17917.80727,21546.65077,177550.0672,4860.38535,84103.75002
The Irishman,60,2,IW,57781.60356,285274.5382,10222.16915,2204414.869,56755.31445,194.6241649,43031.12861,25310.55499,20087.11014,27539.42466,221305.1588,5483.566143,123615.4975
The Irishman,60,3,IW,43067.19986,285627.5651,9052.039427,2191354.989,67722.2925,635.9029225,37545.57067,28288.1364,22328.96039,29005.59983,196982.1571,5780.873401,95429.41828
The Irishman,70,1,IW,41428.97354,310716.3187,9666.49801,2407601.438,37684.07935,0,39286.20299,13624.26499,16346.28281,18031.44034,107276.7248,6397.00211,66148.25823
The Irishman,70,2,IW,43365.18653,310691.2485,10287.09932,2391366.764,42276.34696,0,34186.96773,15430.91422,15903.59558,17831.17123,96881.41496,5252.015924,49492.52738
The Irishman,70,3,IW,51681.44982,311833.3336,10421.731,2303370.029,41250.57558,0,29449.88545,15308.65195,17243.99778,15995.72588,84425.66412,5788.196726,46071.87774
The Irishman,80,1,IW,52586.90665,349772.3146,10370.80679,2431182.052,21143.08031,0,44090.46002,5139.814581,10049.35643,11173.90951,57254.44922,5910.267831,27060.35838
The Irishman,80,2,IW,54295.43985,354778.3405,10567.7056,2420525.202,22878.99375,0,49063.24176,6576.711513,10968.00228,14540.25795,74953.20154,5788.882781,29357.09564
The Irishman,80,3,IW,70850.20116,376127.3861,11886.49038,2476016.619,16483.66008,0,42281.89765,3213.977925,6552.625039,9383.106365,41640.83463,5029.848263,21413.57072
The Irishman,90,1,IW,80283.05445,393941.4485,12768.45121,2428384.612,10259.48915,0,33463.75454,349.9500102,1055.919211,4656.737665,23691.10448,2701.283747,7955.003571
The Irishman,90,2,IW,62509.08253,391551.0963,11506.03987,2493766.2,11842.9091,0,37482.72441,459.5517062,1138.402155,5071.461013,23265.3088,2410.006927,5712.329438
The Irishman,90,3,IW,59471.91144,382554.0322,11218.12363,2428849.425,12060.36652,0,37599.07197,477.2613567,787.9567759,4699.967671,21900.8353,2709.518504,5471.288638
The Irishman,100,1,IW,91825.00587,443558.0264,14106.51415,2455515.707,5436.459531,0,25034.11067,0,0,1671.834957,14621.1368,0,2957.113985
The Irishman,100,2,IW,121063.7465,425529.9995,15547.08248,2612532.376,4476.691996,0,29800.53857,0,0,2522.564945,16483.18809,648.0490926,6449.249422
The Irishman,100,3,IW,68996.05777,403969.8858,11744.24979,2375919.222,5421.60959,0,31219.7945,0,0,2688.601682,17647.37742,384.1780166,4905.795652
Laphroaig 10,50,1,SM,41425.59987,653255.2429,21943.45777,4326940.414,146958.7265,6483.40139,732474.8073,214968.1093,401080.9183,71315.0811,141646.4078,121955.5233,36119.02142
Laphroaig 10,50,2,SM,44186.78421,685067.6074,22587.1612,4499417.665,143459.9847,6603.456163,772101.7499,225531.206,440925.1138,81740.54379,159537.437,128651.0381,40874.93133
Laphroaig 10,50,3,SM,50226.44928,586016.6203,22196.1527,4092563.063,122297.4428,5527.926312,701026.5244,201951.5897,358506.3558,70116.30766,148580.447,87289.10814,39945.46055
Laphroaig 10,60,1,SM,67196.04169,720854.797,25324.63875,4367996.184,89322.21041,3949.714065,669271.5407,118630.4517,274813.7951,41687.4121,64808.36877,87612.08159,20881.94687
Laphroaig 10,60,2,SM,48255.75626,694877.3148,22909.53162,4271721.064,116694.5996,5046.939153,793570.3005,145698.1898,390169.2386,54253.0602,75942.61202,137596.146,22693.29157
Laphroaig 10,60,3,SM,91123.07262,457171.1544,28806.72717,4285102.923,74726.86494,2784.559036,562491.6969,119071.1499,336231.3677,37372.14958,57323.06485,121426.2162,19753.2613
Laphroaig 10,70,1,SM,79352.41149,757043.9366,28374.43818,4451198.088,58742.72883,2367.230328,641358.3314,62809.47251,275966.0981,31046.14622,42179.09988,132315.6784,17000.98769
Laphroaig 10,70,2,SM,99403.47154,507131.1345,30997.32619,4653294.617,49048.72477,2370.06115,531592.128,51788.51052,192784.8199,19097.2137,27201.2722,100097.3796,8802.402891
Laphroaig 10,70,3,SM,79444.64321,780539.0445,27853.71871,4562766.707,50548.1822,1982.971936,489346.148,52384.58903,188141.8126,16997.16733,24495.81009,91601.6199,7203.145136
Laphroaig 10,80,1,SM,106198.5192,533637.1432,32240.54205,4685676.558,25611.38306,826.2391111,581762.0708,18753.97999,73309.23211,12074.61314,21033.89246,70776.06455,5333.765554
Laphroaig 10,80,2,SM,67238.36416,831638.3555,27256.38414,4501867.247,24755.07172,739.5215879,702368.047,17970.87741,68576.97873,13676.99933,22576.20703,69933.11597,4620.871654
Laphroaig 10,80,3,SM,59495.2574,800740.3772,26062.69851,4326383.324,26322.6365,862.9533201,714790.9652,18775.80644,64071.41349,14425.7138,23187.48418,64524.5789,4713.933824
Laphroaig 10,90,1,SM,187391.4513,774028.172,45130.14843,5205588.651,11302.05921,0,446479.4843,3242.507947,12886.80213,4431.296676,15139.59789,22449.20283,3075.87612
Laphroaig 10,90,2,SM,83851.99746,955730.6285,31514.78522,4542595.103,13809.4429,10.8835557,517095.0202,4782.86231,22283.85293,6290.350148,17234.72954,30648.96589,3309.199669
Laphroaig 10,90,3,SM,91012.09557,897937.2882,29985.90349,4407382.975,13488.51745,0,498126.1297,4676.597274,19841.89096,6057.821148,16205.74165,29462.08782,2595.928807
Laphroaig 10,100,1,SM,90180.90241,1015423.12,30701.2059,4409519.172,7184.02154,0,425701.9058,501.6280488,4478.117334,2836.518168,14257.21656,10625.9414,1273.507592
Laphroaig 10,100,2,SM,169356.214,722462.9495,40739.66411,4978148.31,5687.876821,0,358520.97,0,2523.937067,1844.078791,12369.49787,7561.461486,1289.928033
Laphroaig 10,100,3,SM,135022.0396,621454.5998,35205.11753,4448719.837,6599.189613,0,366879.5772,324.0755071,8617.781717,3327.223351,14790.51831,10591.3531,3357.612817
Maker's Mark,50,1,BU,80406.61055,721160.0592,19455.44398,6985054.431,12460.38539,24200.98864,1124709.786,210.0411291,4667.710606,3255.438354,22044.98932,4671.559612,7318.10354
Maker's Mark,50,2,BU,44496.62376,1088803.286,18221.8671,6644231.6,14107.1249,28300.04424,1247048.222,335.5110362,5259.452555,3277.601309,21504.00997,4914.631157,5928.63013
Maker's Mark,50,3,BU,45424.28567,1188641.956,17229.18226,6923090.523,14063.5147,29451.24926,990178.6397,76.13623461,2701.022738,2203.105478,17397.15648,3289.287982,2462.657717
Maker's Mark,60,1,BU,56870.36361,1216905.841,23074.28438,6795203.591,6263.156291,13625.57817,945137.7339,0,1451.066538,1713.135371,18082.25199,2928.588698,3077.11997
Maker's Mark,60,2,BU,54747.28003,1165973.015,23879.69185,6553517.459,6546.191531,13902.98958,1062497.868,0,1659.880444,1630.412281,18182.16644,3076.602254,2714.072865
Maker's Mark,60,3,BU,53090.07103,1335455.469,22768.08592,7027938.652,6804.72307,15205.178,1046189.496,0,1036.982118,1582.161933,17768.67473,3301.828717,1615.517628
Maker's Mark,70,1,BU,118189.3007,964389.2005,25905.78982,7245203.225,2689.537194,5348.40726,516010.6514,0,0,0,13460.6289,724.3474009,0
Maker's Mark,70,2,BU,58048.27316,1322525.199,21386.93454,6476768.651,3098.735906,6186.182646,485075.5152,0,0,0,13835.4698,623.2857432,0
Maker's Mark,70,3,BU,76401.82238,1395798.124,22687.41519,6678787.134,2933.076392,6010.633209,490439.3804,0,0,0,13611.98616,841.7914311,0
Maker's Mark,80,1,BU,121666.6814,1029223.49,22972.10172,6844066.158,1121.599843,1459.957479,640945.559,0,0,0,11931.71989,403.7049117,1388.839341
Maker's Mark,80,2,BU,77260.06094,1353461.917,20071.37323,6217471.283,1188.498639,1560.416297,441410.6665,0,0,0,12776.47539,0,0
Maker's Mark,80,3,BU,131438.5413,1041883.93,23912.09628,6996735.521,1112.394241,1252.495519,564029.9686,0,0,0,12085.56269,611.8982415,1577.318091
Maker's Mark,90,1,BU,121186.4129,1615473.312,18054.26603,6536213.482,993.9230559,0,429835.6086,0,0,0,11957.9623,363.4839024,0
Maker's Mark,90,2,BU,109935.2334,1654067.663,15724.63261,6232833.494,970.2948418,0,431062.797,0,0,0,11874.91166,0,0
Maker's Mark,90,3,BU,160744.4769,1124166.195,20353.25644,7057612.836,969.7723194,0,350994.5006,0,0,0,11669.93392,588.575494,1943.601608
Maker's Mark,100,1,BU,151843.6214,1994863.444,18832.57652,6786176.218,1020.497923,0,515050.2442,0,0,0,13802.91493,603.0983225,2158.998678
Maker's Mark,100,2,BU,175533.7715,1303351.561,20026.81597,7190066.095,951.6457848,0,428821.2631,0,0,0,11226.46243,492.7227899,1457.723221
Maker's Mark,100,3,BU,168133.166,2028676.961,18825.07674,6978583.949,933.6697951,0,382632.9456,0,0,0,11889.37117,631.7550726,1981.048327
Michter's Rye,50,1,RW,24416.94855,713979.4483,6269.226762,4273570.539,14030.045,10448.28906,303759.663,902.5183082,1902.451552,10314.95838,38277.43047,3395.660026,7470.987524
Michter's Rye,50,2,RW,34920.86668,387605.4743,6357.474033,3919647.11,16384.07166,14036.5662,243248.1102,842.100555,2595.260363,8825.783761,25319.5288,2034.417744,4797.57474
Michter's Rye,50,3,RW,28128.42826,635571.2134,5634.555455,3886647.552,14923.26928,13192.75213,256214.9024,922.292577,2432.565718,9333.91305,26673.80924,2417.656029,4950.3863
Michter's Rye,60,1,RW,35426.85737,769916.4073,6093.617858,4219510.102,10442.05084,9536.383609,227949.678,374.0601925,2409.669159,6628.690698,20603.00609,2499.218754,4341.54807
Michter's Rye,60,2,RW,46073.25321,465198.1621,6499.082215,4250263.213,11262.18663,10804.09749,223805.6104,265.6413057,1323.630894,5628.453533,18006.56625,1676.0071,2516.404527
Michter's Rye,60,3,RW,32331.42665,778974.013,6472.350513,4317703.986,11251.0107,10534.82102,242554.2683,342.8304626,2602.063461,7469.799748,20730.71636,2056.733198,3455.147161
Michter's Rye,70,1,RW,39486.36298,869108.634,7595.867014,4421639.131,6796.807103,5916.160169,290644.8001,0,1171.754357,5480.474616,17678.43234,2723.718568,3112.781957
Michter's Rye,70,2,RW,40266.51961,846184.8275,6761.872989,4281513.433,7370.248132,6711.435282,243377.1135,0,1489.530097,4769.810955,16301.28666,2166.912936,2013.418961
Michter's Rye,70,3,RW,49857.54181,498378.4878,8178.878481,4326360.502,6811.369828,6156.692977,208336.329,0,884.7682979,3233.09939,13650.59196,1532.163213,1494.460857
Michter's Rye,80,1,RW,57952.76566,1030985.738,8499.52532,4459137.683,2491.07282,1593.435567,157786.6241,0,0,946.8896086,11352.2415,978.2535448,0
Michter's Rye,80,2,RW,46154.72846,1105291.017,9053.521956,4832123.93,2557.762161,1516.705608,170172.2069,0,0,1079.805991,11625.87966,820.7011449,514.8179963
Michter's Rye,80,3,RW,64989.51574,584898.9015,9343.662083,4381264.336,4147.985193,3585.687356,173690.9903,0,0,1431.116511,11571.50462,1290.976815,628.992519
Michter's Rye,90,1,RW,58378.19601,1026593.716,8835.120122,4411306.514,2003.289649,839.7429489,162456.5192,0,0,711.5251316,11085.66407,1138.338761,0
Michter's Rye,90,2,RW,71020.01299,631203.4522,9667.635517,4448865.712,1731.593808,808.6519658,130872.9377,0,0,452.5347002,11345.86022,916.8192856,649.8546903
Michter's Rye,90,3,RW,38818.0625,943654.188,7747.888729,4147198.982,1591.217882,627.2561675,125621.9602,0,0,317.4836353,12023.58146,817.7674468,615.3126916
Michter's Rye,100,1,RW,49009.93283,1104278.436,8274.910834,4276945.906,856.8429791,0,144479.8636,0,0,0,12112.99971,911.6583113,624.9765385
Michter's Rye,100,2,RW,48633.04819,1071326.354,7613.734295,4172396.664,749.8275811,0,130893.3936,0,0,0,10666.92692,0,0
Michter's Rye,100,3,RW,50234.76651,1078457.524,7698.703461,4237968.203,994.0986892,0,121271.357,0,0,0,11163.35089,0,0
Monkey Shoulder,50,1,BS,105886.4795,314458.8035,12907.05181,3201894.374,132917.4976,6816.348728,553997.0853,127829.3167,355127.4957,201403.7069,705562.4689,81640.61366,198818.6971
Monkey Shoulder,50,2,BS,43248.30284,397087.0017,8988.068598,3057168.855,167913.4111,8777.222455,550364.106,149029.8042,384557.8089,220963.9777,780213.088,93183.80485,213132.3494
Monkey Shoulder,50,3,BS,46872.92171,431612.9025,9705.74026,3231573.733,170260.3545,9112.216591,583419.0564,151920.8462,388213.2012,245278.7761,806099.3535,89704.89738,187066.9324
Monkey Shoulder,60,1,BS,53136.99448,460507.9957,10178.61844,3194858.613,119846.8186,6392.691469,501523.8907,113755.5353,417557.6969,156250.8599,415589.1762,94589.67172,142670.7041
Monkey Shoulder,60,2,BS,61565.8028,443102.2951,9676.550543,3119758.061,115124.7546,6057.935729,500041.107,103379.1389,365647.6905,144254.2791,351474.9104,106368.0287,112191.9966
Monkey Shoulder,60,3,BS,99541.01761,312388.6903,11993.18011,3230700.561,94234.93359,4773.267378,452391.5288,83990.49289,311530.3593,107739.7285,265384.5412,88444.8189,94321.43052
Monkey Shoulder,70,1,BS,107602.0128,438256.6895,13835.54099,3638511.41,57661.78973,2529.241879,500529.7583,43493.20084,265421.2627,75902.52262,124442.7993,89081.73357,40588.95387
Monkey Shoulder,70,2,BS,130926.4913,382765.6377,15187.16759,3627025.906,59788.2606,2707.713966,460592.24,46282.67313,300536.7341,72200.47542,114070.5709,104229.6068,50119.74789
Monkey Shoulder,70,3,BS,151698.3198,423320.2408,16591.86566,3867763.604,66992.5216,3339.431442,519074.1321,49419.43776,314332.0922,86474.70574,133686.6722,109822.4798,53005.77611
Monkey Shoulder,80,1,BS,115223.1773,405423.5744,14910.87292,3785808.358,29719.82238,800.529166,444742.0029,15979.23433,114769.4247,34695.78796,47128.08742,67543.20527,15447.31721
Monkey Shoulder,80,2,BS,71073.96156,585138.2401,12098.23809,3566399.196,32151.95919,1015.426347,508950.3828,14701.23083,99511.31555,43018.44963,54079.53892,59541.03665,14003.64472
Monkey Shoulder,80,3,BS,131023.5434,412920.1806,15394.49246,3752327.833,33065.4455,1002.816612,475729.0532,17089.61794,132272.0197,42042.27954,58654.93628,82981.51181,22680.59388
Monkey Shoulder,90,1,BS,235444.4014,628609.8404,23129.98497,4599962.147,15836.99279,0,514410.9657,4565.586129,36046.48435,26947.20181,36085.58333,41933.05626,13548.78632
Monkey Shoulder,90,2,BS,221778.2407,581243.4339,21642.68991,4433675.892,14070.29675,0,360939.5452,3042.192096,22212.59258,13596.12867,20913.07464,28159.70009,6852.062946
Monkey Shoulder,90,3,BS,141208.1647,467905.5806,17475.8271,3967218.461,16414.80938,0,366554.3611,4625.504466,40468.36728,19117.02787,30354.53286,37901.87681,11540.49816
Monkey Shoulder,100,1,BS,90830.2415,643080.3373,12443.69407,3270383.156,7833.276519,0,241290.0946,462.8814332,12469.39881,6261.172504,18972.88145,14135.83482,5105.453163
Monkey Shoulder,100,2,BS,83673.70084,614820.7558,12448.78875,3228685.183,8577.712843,0,392119.3096,630.7463456,12735.97407,12749.72831,21381.04366,15496.59406,5036.523345
Monkey Shoulder,100,3,BS,301574.7936,785967.0779,28188.25167,5129730.652,7065.260591,0,327898.2773,154.3670667,10010.40988,8750.477543,18873.9093,13820.9024,6671.151561
Four Roses,50,1,BU,32322.6485,699768.6813,5418.534897,5111780.164,34771.31329,93835.83137,237875.1656,1291.786012,6976.201898,7431.601371,28306.39651,2096.136977,8099.720795
