Whiskey,Percent.whiskey,Rep,Style,2-Methoxy-N-methylethylamine,Pentane,Octane,"Propanoic acid, 2,2-dimethyl-, octyl ester","Undecane, 2,6-dimethyl-",Toluene,"1,1,6,6-Tetramethylspiro[4.4]nonane",Pentadecane,"1-Decanol, 2-hexyl-",Benzo[c]thiophene,"Cyclopentane, 1-ethenyl-3-ethyl-2-methyl-"
Old Forester,90,3,BU,83017.96027,3957.705734,3266.85162,3899.927531,517.4582906,3200.805233,0,4497.947583,0,14.06572094,105.8777303
Old Forester,100,1,BU,100414.5448,3690.306259,4095.332042,4855.055294,0,2957.075388,678.1782187,2011.201798,0,0,0
Old Forester,100,2,BU,72625.93406,3634.781585,4401.606782,5153.301705,429.7790037,2927.623914,838.2997264,2649.457068,0,4.057346039,0
Old Forester,100,3,BU,81421.02844,326244.8418,5031.274921,30534.45446,16457.49821,6816.427835,1307.325303,1966.368401,1646.475137,19.78014014,0
Glansa,50,1,BS,89531.90239,4405.057837,0,208.3799277,88.0339714,4921.620125,0,1501.310523,5914.639358,963.4081769,1483.32694
Glansa,50,2,BS,75788.92512,4025.630991,0,0,87.36685661,4018.137005,0,1142.718666,3765.750046,501.1783825,1401.514707
Glansa,50,3,BS,71363.38455,3921.99662,0,0,95.08670634,3792.974691,0,1322.081032,3293.670155,210.7780414,1454.587699
Glansa,60,1,BS,80625.21751,4130.968331,92.46893131,231.3258338,0,4064.139026,0,1870.443081,3581.685008,575.8037816,1977.83668
Glansa,60,2,BS,90307.15715,4369.409689,142.057478,251.1297413,98.08701656,4311.423033,0,1942.931428,3304.312168,537.3629783,1346.666054
Glansa,60,3,BS,79386.42758,4090.642631,0,0,157.4737137,4487.343271,0,2019.247193,4546.022971,555.1747831,2600.540858
Glansa,70,1,BS,96749.05115,4219.662051,114.6909842,0,260.2684637,3713.643618,0,1390.564158,1441.540866,172.0115202,1447.81287
Glansa,70,2,BS,77771.40031,4112.345976,0,0,0,3253.460371,0,897.8280951,1384.583046,9.446911978,2217.376709
Glansa,70,3,BS,74353.22326,4504.078375,131.0348795,0,139.8066733,3242.766969,0,786.6380404,937.338085,17.4493452,2207.925776
Glansa,80,1,BS,81900.33994,4076.563176,0,173.4061983,0,3087.433177,583.652439,1852.068023,827.2383334,0,1659.776485
Glansa,80,2,BS,77130.00936,3972.930489,0,0,222.4303567,3007.235311,0,1390.557024,0,6.083317504,1818.50707
Glansa,80,3,BS,83313.48508,4233.608081,0,0,242.1884154,3183.163367,188.1723686,1700.762159,623.0293466,8.642635261,1658.861859
Glansa,90,1,BS,73602.70907,4222.648464,88.3108977,0,200.8013007,2268.737644,0,1283.401732,844.7918137,0,455.8687256
Glansa,90,2,BS,83145.93437,4330.970503,0,254.2894099,227.162113,2736.709744,747.3169546,2350.159311,1899.119373,0,334.1483717
Glansa,90,3,BS,106824.5876,4250.295907,0,814.0636391,528.2334642,3007.851941,1010.000509,4602.577505,4161.451646,0,641.619293
Glansa,100,1,BS,83064.04761,4133.043502,0,461.5075519,125.9476503,2135.582802,674.5644548,330.4998102,0,0,254.7260387
Glansa,100,2,BS,111755.1412,4159.52756,145.9025036,683.738797,601.2402856,2867.744246,256.5161561,1768.117591,998.0884369,0,503.8388454
Glansa,100,3,BS,85803.06759,4269.277024,77.4530114,496.9600302,454.9317394,2388.489682,807.7836327,735.4916054,0,0,185.2393429
Glencadam,50,1,SM,103543.7021,4026.756402,0,1369.76617,1574.013682,5693.949388,1106.022739,2258.151653,8120.938809,33.61787417,2141.966278
Glencadam,50,2,SM,91474.43765,4200.445803,0,777.7142041,1116.928589,5482.081131,1324.061913,2382.67142,8679.608501,60.60363612,2540.168748
Glencadam,50,3,SM,83617.29055,4077.80102,307.622435,1649.022571,2038.227071,5756.2195,986.4993018,2418.599967,9347.669391,39.07941048,2688.325059
Glencadam,60,1,SM,79580.68309,4252.573082,695.8787857,4208.676144,3147.42219,5559.790916,688.741772,2190.908737,6802.291929,35.88018981,2512.778523
Glencadam,60,2,SM,84451.84335,4166.252416,403.720956,2588.971536,1609.034173,5417.221908,509.0973855,2169.905385,6593.486762,41.41256495,2064.018585
Glencadam,60,3,SM,85046.02023,4032.245033,472.5646448,2017.180883,1794.198298,5340.328493,558.0100982,1854.715326,6237.800863,34.45367384,2259.640437
Glencadam,70,1,SM,84990.42413,3860.391049,497.3224226,2215.369207,1898.64814,4689.407276,1059.281042,1563.861314,3501.841699,21.63864718,2296.377755
Glencadam,70,2,SM,85562.40269,3934.73757,499.1887064,1948.008256,1672.231298,4879.434798,1014.373714,1556.277934,3397.318679,25.74839836,2119.854971
Glencadam,70,3,SM,86498.9333,3964.09576,564.337081,1939.830926,1716.141049,4723.070729,912.0269814,1765.046382,3692.726306,22.44970777,2025.86474
Glencadam,80,1,SM,86476.64426,4195.394372,743.939644,2933.505057,2263.846894,4446.389782,3216.216353,2108.479596,1705.548682,0,1983.735088
Glencadam,80,2,SM,90583.74581,3970.831335,730.3192557,3454.883178,2667.393193,4386.35259,3046.79616,2082.981228,1516.770209,0,1860.802968
Glencadam,80,3,SM,94218.80927,3382.575456,536.1409511,2749.3002,1891.022503,4433.005278,2945.700359,2025.101966,1684.512238,0,2046.953246
Glencadam,90,1,SM,87326.58392,3898.220623,491.4361302,2831.843767,1552.613895,3724.607277,4988.955987,6392.348032,1249.568089,0,1029.82463
Glencadam,90,2,SM,89053.02154,3984.582871,319.0437833,1805.601992,1562.322449,3770.802789,4702.499273,6429.966601,1301.376211,0,986.0649031
Glencadam,90,3,SM,105789.3654,4227.378274,580.7076197,2160.972166,1955.505947,3865.2682,5052.80822,6519.063179,1468.497434,0,1146.857248
Glencadam,100,1,SM,92047.94634,4152.538685,476.4398976,2669.519829,1793.846682,2796.972578,1744.156704,8396.616187,2105.135962,0,302.0868391
Glencadam,100,2,SM,99553.91136,4021.300178,368.0395183,1829.819926,1675.688935,2519.465338,1642.474369,7298.826495,1500.881928,0,359.3302327
Glencadam,100,3,SM,87565.76508,3793.193171,334.0288207,2188.600708,1307.921858,2541.225835,1480.655958,7468.470059,1697.438672,0,229.6113787
Famous Grouse,50,1,BS,59733.5689,3172.179452,431.0491061,3607.127295,5253.2994,6439.645535,0,317.734532,2495.978318,0,1849.151786
Famous Grouse,50,2,BS,62267.39908,3458.742775,1753.730608,10538.96229,15129.17213,7500.127306,0,685.1112663,3544.908436,0,2099.551554
Famous Grouse,50,3,BS,57587.79589,3119.112286,1263.190789,8728.789859,12481.81006,6344.048388,0,397.2046489,2456.440146,0,1841.452525
Famous Grouse,60,1,BS,60358.9883,3426.959964,242.1540443,2764.1968,4352.593168,5825.225175,0,470.3695387,2105.880782,0,2086.810244
Famous Grouse,60,2,BS,61139.40764,2790.686058,2646.775547,10632.24049,14306.49706,5829.295621,0,345.0473414,2507.808878,0,2538.094815
Famous Grouse,60,3,BS,58842.03196,2935.64577,779.6899448,4585.47972,6675.713854,6104.8735,0,0,1710.154247,0,2307.39341
Famous Grouse,70,1,BS,65725.59689,3694.932277,920.6604214,3576.291969,5345.499122,6153.680554,0,884.0749126,1278.783166,0,1882.117328
Famous Grouse,70,2,BS,68748.59223,3076.033791,290.0003161,1227.707748,2271.596435,5341.551827,0,293.338004,446.5610992,0,1366.811471
Famous Grouse,70,3,BS,64506.75259,3367.817301,233.5862969,1050.830949,2392.797585,5553.123018,0,0,690.1052536,0,1583.377702
Famous Grouse,80,1,BS,65105.906,2991.50081,426.7653815,2282.281495,3588.484568,5375.502503,0,457.2595546,352.2967824,0,895.6789133
Famous Grouse,80,2,BS,65330.43347,3047.573091,421.0000105,1037.556827,2405.029155,4905.808686,0,361.9470281,691.0720847,0,634.1231775
Famous Grouse,80,3,BS,69904.42125,3353.652224,485.475962,2483.338852,4081.854569,5483.404785,0,859.2229878,748.4557192,0,448.3875042
Famous Grouse,90,1,BS,67000.17583,2703.96266,0,1307.171444,2796.64878,4373.472547,0,1059.64135,0,0,0
Famous Grouse,90,2,BS,69087.61911,3271.929571,1400.994799,5952.794379,8462.172897,4844.799007,0,1575.768426,1317.906055,0,170.4456086
Famous Grouse,90,3,BS,66286.44379,2725.142092,1111.498654,4509.5807,6267.349455,3488.933434,0,636.8710685,0,0,0
Famous Grouse,100,1,BS,62841.19969,2949.030429,463.1779935,2428.710318,3601.795146,4641.694738,0,521.1736513,0,0,250.3283489
Famous Grouse,100,2,BS,73646.09133,3437.95528,280.1604737,1402.652991,2732.211707,4678.886748,0,2055.900165,1873.622982,0,306.7715945
Famous Grouse,100,3,BS,71826.01316,2967.048946,0,2118.775224,3451.17719,4145.690427,0,304.1848683,0,0,296.718985
Highland Park,50,1,SM,27249.07275,1937.118708,107.3495011,423.1020144,1125.188928,670.3006808,815.904258,2742.505496,3639.655287,55.32222633,625.1093689
Highland Park,50,2,SM,26082.32116,1942.656144,1619.992055,4324.872229,6074.659451,545.4795955,858.898971,2424.961637,2547.985993,50.50508703,1108.924361
Highland Park,50,3,SM,26486.74726,1978.111223,3174.951577,7804.579111,10305.04741,631.4946895,882.1183792,2635.274886,2756.619006,52.66915838,900.6751461
Highland Park,60,1,SM,27374.41889,1950.865406,121.5434986,486.8162396,1256.706893,734.0056252,544.8998699,2412.30252,1841.041095,56.93440572,609.246047
Highland Park,60,2,SM,26611.23695,1978.30637,317.0626517,1593.02167,2583.511362,502.7899816,496.8954503,2000.555759,1997.801869,63.51875298,758.9944564
Highland Park,60,3,SM,28195.87529,2023.815267,1062.36183,5688.515716,7701.354629,733.0738564,697.8078851,3261.872138,2155.675017,55.08581459,808.7568537
Highland Park,70,1,SM,28042.83206,1976.226093,1672.893663,4196.750055,5534.976161,439.3951611,259.5151932,1480.475794,892.3998354,68.10170745,944.045805
Highland Park,70,2,SM,30170.81588,1970.007128,393.8540549,2065.020504,3051.791052,596.5930565,271.0225252,2268.23496,639.574743,43.78387874,584.6307057
Highland Park,70,3,SM,27944.22344,1876.830534,1937.525421,6182.109934,7768.578249,395.4446187,294.4564516,1480.550655,775.2989511,67.01105722,1151.003644
Highland Park,80,1,SM,27887.09605,1996.03842,577.6606596,1858.889056,2281.169546,276.0979836,0,1216.584232,0,50.82553138,1119.535806
Highland Park,80,2,SM,28537.70738,2053.665665,804.2396508,2977.198981,3684.106234,519.932875,0,1266.981078,0,42.77540691,1014.229
Highland Park,80,3,SM,28453.14903,1838.182784,1105.020225,3769.708701,4561.512578,458.6395242,0,1511.159341,0,49.64974614,1089.837105
Highland Park,90,1,SM,30541.04084,2100.678047,393.1065418,1815.825572,1412.106441,458.7806295,0,5016.919921,3809.392675,23.58536346,0
Highland Park,90,2,SM,31482.45019,2000.830653,129.8200541,973.6746452,605.3680235,125.4473061,0,5015.046294,4060.04618,16.67503679,0
Highland Park,90,3,SM,28528.61847,2557.297066,507.6503248,2036.576688,1737.77567,219.342003,0,5566.680758,3600.143668,0,0
Highland Park,100,1,SM,32621.85297,1981.512585,36.77798506,818.8759618,0,190.737793,0,1780.068708,1503.809382,0,0
Highland Park,100,2,SM,28636.9289,1980.05992,203.0654755,1895.512996,1022.594331,185.0230601,0,1375.673779,578.1567851,0,0
Highland Park,100,3,SM,28010.86508,2121.350401,239.4371185,2123.749119,771.7320198,197.7924716,0,2115.794034,955.0136378,0,0
Highland Park Dark,50,1,SM,25959.04438,2062.892166,108.6955805,821.4581242,1472.655833,229.080332,0,2831.311388,498.3309629,6655.171115,1078.359109
Highland Park Dark,50,2,SM,25964.36311,2074.394088,293.2280714,2048.708671,3568.110696,18.67276732,0,2738.19198,453.3077815,6286.375051,1029.41499
Highland Park Dark,50,3,SM,26764.07633,2027.986473,257.0569394,3095.874104,4237.338559,272.891839,0,3857.274233,453.2357857,8844.576175,570.51584
Highland Park Dark,60,1,SM,26864.45144,2013.499593,33.07462428,670.7757923,1365.306682,173.3407294,308.1402629,1859.417723,280.3319825,4222.226692,616.8575547
Highland Park Dark,60,2,SM,26738.66447,2070.217591,344.3994776,3957.936332,5322.999358,23.6140821,0,2566.069243,427.7104944,5740.830899,776.5807654
Highland Park Dark,60,3,SM,26541.35351,2081.148123,977.3925075,5294.927582,7257.481455,36.64965509,0,2767.311003,441.2519707,6515.906794,803.7751611
Highland Park Dark,70,1,SM,28208.2461,2025.828151,210.069087,1843.177107,2657.484164,484.7676572,0,1447.587474,221.1399936,3648.259299,1221.861556
Highland Park Dark,70,2,SM,26788.70796,1961.083469,200.7395406,2155.415115,2984.854909,294.3795391,0,1668.797287,292.3937725,3638.765545,988.498882
Highland Park Dark,70,3,SM,26183.1318,2044.628076,746.946119,4610.468662,5928.098386,131.5687405,0,1715.137204,346.0825615,3921.693976,788.6126586
Highland Park Dark,80,1,SM,30025.65753,2020.944569,0,725.5570436,611.0885309,462.4579849,0,939.2267396,170.9146878,2440.60675,0
Highland Park Dark,80,2,SM,27757.50355,2156.22677,170.7901479,2109.029571,2539.080733,87.66856599,0,1357.443791,240.3945479,3027.111587,0
Highland Park Dark,80,3,SM,28385.77744,2036.178531,304.7772855,3128.731008,3721.843602,251.4000672,0,1158.201591,126.6730556,2032.276099,0
Highland Park Dark,90,1,SM,32853.46754,2020.697822,55.92432903,480.1145125,377.3957268,323.3170028,0,4303.224519,170.5222674,2119.192312,0
Highland Park Dark,90,2,SM,29524.48864,2107.431424,135.4731064,1598.428852,1631.239935,183.8736717,0,3955.100368,300.7950648,2012.004056,0
Highland Park Dark,90,3,SM,29975.94647,2199.593812,414.0578199,2873.262752,2907.12752,89.76462612,0,5030.608075,297.4185653,2394.05733,0
Highland Park Dark,100,1,SM,27777.75699,2197.626076,0,531.3806363,0,28.75247592,0,2044.784721,200.2377828,1480.520105,0
Highland Park Dark,100,2,SM,27796.9917,2219.304279,55.69083776,880.4856434,312.8485711,80.65215459,0,2357.823456,219.651454,1502.668272,0
Highland Park Dark,100,3,SM,27582.20879,2166.52712,102.4034757,1178.274605,609.0555644,53.67792492,0,2330.577795,143.018569,1332.426809,0
The Irishman,50,1,IW,33406.45539,2287.368276,3222.472421,7080.968739,10406.06974,1120.158602,0,6043.967563,839.2171444,124.8436081,3024.206615
The Irishman,50,2,IW,36613.96464,2283.090792,1705.464741,2111.460456,4119.061258,1027.634813,0,4615.103273,786.4389462,91.49733696,2263.173938
The Irishman,50,3,IW,34597.91877,2304.788498,711.0102442,1055.616553,1875.678481,1247.204005,0,6320.295928,787.1174153,123.1762811,2996.390611
The Irishman,60,1,IW,32237.08758,2193.152379,899.0351956,2510.44175,4186.572919,794.5318016,0,3638.594023,706.5788835,55.04624853,2728.599977
The Irishman,60,2,IW,37573.86695,2320.793209,1714.585535,3329.921679,5416.418702,859.9215878,0,4448.575738,750.1293157,64.77216543,2349.304701
The Irishman,60,3,IW,32185.36156,2279.541504,1082.727049,1059.154772,2191.264456,843.3520969,0,4610.54069,794.300564,98.59508766,2784.681921
The Irishman,70,1,IW,38567.90782,2425.014132,566.1928843,2683.47038,3878.57878,528.2436513,0,3396.524429,679.0094548,55.32303077,2231.86913
The Irishman,70,2,IW,35966.62922,2336.480859,390.5394799,2066.895281,3424.023296,585.001575,0,5865.283508,733.784353,43.99382253,2644.583265
The Irishman,70,3,IW,31787.02372,2274.887166,656.8065435,2080.692831,3857.820318,427.4346129,0,4096.814799,753.4892093,49.58964687,2931.817051
The Irishman,80,1,IW,38549.87419,2386.832071,1542.081257,3063.145902,4311.949708,776.691653,0,3290.3062,646.8518307,72.278505,1802.563268
The Irishman,80,2,IW,35029.80365,2351.84807,1574.389134,3213.18414,4847.42761,664.3123731,0,3495.758809,710.447505,54.82426559,2857.234372
The Irishman,80,3,IW,46287.62269,2353.242689,1778.652641,5235.303389,6702.117642,905.1006518,0,2476.841726,612.4119736,75.13293116,1238.059822
The Irishman,90,1,IW,33440.23516,2305.185651,966.7068842,1048.306767,1787.127196,524.5678022,0,3434.311412,598.1637864,80.21893721,233.5252112
The Irishman,90,2,IW,37471.00813,2456.703212,2023.479152,5265.705852,6746.862265,754.3964941,0,4810.6734,676.0943961,81.24061557,266.7593218
The Irishman,90,3,IW,35854.15047,2397.57774,1588.837202,2656.815092,3655.742345,344.5315272,0,4485.269246,659.2197635,82.06802676,236.5272955
The Irishman,100,1,IW,36398.62736,2397.722618,1071.486589,1190.356691,1584.487145,0,0,3826.107229,506.7621494,71.33365701,309.6719804
The Irishman,100,2,IW,52910.47864,2200.264451,982.3395062,1547.602939,1062.871197,750.4679029,0,3043.328189,508.1170192,108.3459564,691.0269429
The Irishman,100,3,IW,38378.39159,2458.375422,1169.066487,2085.380799,2567.681143,523.3551142,0,5116.106688,533.3670913,77.12443101,306.5502158
Laphroaig 10,50,1,SM,63444.49435,3823.006813,0,691.0022345,1655.922378,2004.965659,0,5661.382299,1881.364809,125892.1306,5199.613483
Laphroaig 10,50,2,SM,64289.57391,3995.216004,0,819.9884354,1985.18992,2183.869499,0,5671.882887,1828.608474,121750.6696,5381.231805
Laphroaig 10,50,3,SM,60164.51577,3741.279895,66.63076637,873.4625853,1874.777526,1946.077562,0,6127.858324,1783.43487,106360.8639,4399.979807
Laphroaig 10,60,1,SM,67295.98811,8461.240911,191.6184326,837.9776017,2003.428537,6199.647697,0,5425.078653,1684.420763,95686.23085,3516.108383
Laphroaig 10,60,2,SM,68782.14944,5238.764768,75.80640144,969.4732325,1721.295004,6558.064351,0,5806.284353,1856.445466,134789.7022,5390.091934
Laphroaig 10,60,3,SM,61965.65054,9017.187097,56.96085265,707.269732,1779.393158,5405.063738,13.36572614,4517.253292,1524.026646,97415.5515,4753.839748
Laphroaig 10,70,1,SM,66527.31527,10041.48852,181.9761727,843.1145409,1972.342016,5398.439719,0,3511.829901,1398.307813,87084.85394,3695.565241
Laphroaig 10,70,2,SM,65862.60861,7973.8534,0,1056.859928,2285.824676,4806.204446,25.32221716,3683.730008,1270.229451,69049.06969,2637.237027
Laphroaig 10,70,3,SM,63552.60952,5233.154152,72.3757346,877.472498,1865.010214,4907.601553,0,4021.717482,1238.238493,76161.24005,2889.168416
Laphroaig 10,80,1,SM,68127.17067,7588.739759,200.3341526,1834.824829,2290.689728,4622.253915,0,2964.717421,1196.967243,56733.1325,1688.279025
Laphroaig 10,80,2,SM,72543.09865,4448.378583,67.16309114,2098.299441,2964.819876,5149.021604,0,3945.895159,1117.906125,58890.3068,1744.860645
Laphroaig 10,80,3,SM,75106.15245,4473.909365,65.74992799,1955.5744,2375.646282,5046.892368,0,4535.990219,1212.387296,54934.81476,1579.639153
Laphroaig 10,90,1,SM,75554.42093,20778.15182,308.1183974,3208.152247,3031.931846,6571.799131,0,3652.735562,1055.093821,41984.53895,187.4117871
Laphroaig 10,90,2,SM,67651.13197,5633.991974,402.7004047,4304.270012,3485.493617,6516.741871,0,4456.061512,1110.562766,45250.95656,172.0618574
Laphroaig 10,90,3,SM,83048.94883,18785.41669,263.9716492,2819.737826,2742.285781,7040.229589,0,4177.709638,1067.669418,43518.87919,171.3051893
Laphroaig 10,100,1,SM,75522.6705,4897.569638,212.2981279,1409.552283,1679.138299,4590.456486,75.3505883,2421.267488,925.6475508,32157.12521,146.2393231
Laphroaig 10,100,2,SM,73951.95537,11080.2753,157.5314881,890.2852859,1457.943604,3949.685097,0,2315.076168,889.7284016,30802.66385,197.5575771
Laphroaig 10,100,3,SM,70453.994,10553.27789,201.8121617,1207.46853,1777.058861,3886.380138,0,2241.134791,901.0623721,31436.93307,170.2312174
Maker's Mark,50,1,BU,120087.3055,588444.4618,9387.957562,15269.53258,11712.51298,99981.39737,0,4239.031933,2296.982127,137.0171513,3632.794273
Maker's Mark,50,2,BU,86245.25804,298656.5094,8979.702817,16170.20083,11990.43075,109607.6111,0,5327.082809,2820.039342,166.3952702,6134.328013
Maker's Mark,50,3,BU,80162.26895,358389.2693,10849.15959,18791.46236,13518.28114,128801.3199,0,11926.24597,2846.26033,146.4134875,5604.4183
Maker's Mark,60,1,BU,125192.4648,662363.5294,10943.52349,18194.21129,13341.22056,135510.6413,0,11206.67425,1686.493898,64.03988679,2285.542941
Maker's Mark,60,2,BU,126774.0981,659442.2062,11000.25796,18451.05775,13105.19764,139823.3205,0,13840.66526,2005.968078,78.38653965,2660.054696
Maker's Mark,60,3,BU,91815.81648,357122.3271,11496.74206,19860.64248,14223.29779,152575.8323,0,13334.88474,2040.713851,58.07585509,2320.411894
Maker's Mark,70,1,BU,112002.7874,684612.5254,11173.17001,14636.51199,10506.14093,106974.108,162.8917165,30826.20047,1552.443431,75.44480084,0
Maker's Mark,70,2,BU,84287.59772,349301.2463,10334.91763,16881.06189,11099.2319,123855.671,0,32202.57142,1480.049436,56.20730394,0
Maker's Mark,70,3,BU,91797.69407,548537.12,10204.45662,15876.27319,11052.39268,118136.1794,0,27148.81819,1204.407464,60.30239683,150.3680628
Maker's Mark,80,1,BU,138074.7966,801919.8349,9256.784958,11637.50818,8384.180715,73264.52708,249.3920223,14468.56146,985.923777,69.84189885,159.2834306
Maker's Mark,80,2,BU,86855.58923,429827.9099,9032.734133,12695.23494,9138.323603,77893.08123,572.4124056,16549.78733,990.3948805,64.26169374,123.9705455
Maker's Mark,80,3,BU,152329.1407,915877.8941,9520.613692,11883.66495,8433.877755,72762.69104,318.6778409,13015.14225,993.3983702,64.81800191,165.1758006
Maker's Mark,90,1,BU,138871.6749,690451.1664,6268.939835,7628.460121,6384.13816,39888.32469,0,6197.065961,888.1040266,72.5435133,153.2084922
Maker's Mark,90,2,BU,104889.953,616753.5636,6484.482353,7823.518061,6373.075892,40959.11705,0,5521.448389,877.7292628,73.62832597,110.2213084
Maker's Mark,90,3,BU,144197.1999,718469.7082,6033.623173,7123.714065,5963.42231,38342.45079,0,3175.421862,871.4572408,70.79631497,190.8500025
Maker's Mark,100,1,BU,168355.8403,781706.8433,6612.275679,6100.09515,5755.635093,23439.39417,0,1783.033873,911.4006933,65.04395916,172.0100891
Maker's Mark,100,2,BU,165420.4393,799693.6677,6416.521791,6292.637268,5603.804029,22099.66324,0,3481.525122,882.0504257,66.29394004,157.5112394
Maker's Mark,100,3,BU,175269.0365,794161.1095,5094.167189,5150.952088,4831.547084,23339.47836,0,1560.017495,905.2080217,75.92367284,230.957115
Michter's Rye,50,1,RW,110947.5146,1915.347822,3096.597993,16779.30679,22302.15633,93428.4793,0,3124.79274,1194.929355,65.63885014,3390.916366
Michter's Rye,50,2,RW,81545.8697,2102.690685,1266.177132,4958.923649,7250.271698,79576.77382,0,3236.165442,1319.560636,96.76497029,6157.243273
Michter's Rye,50,3,RW,74266.84992,2199.332442,1762.705385,9685.062895,13047.61478,82986.74714,0,3156.310618,1337.491921,138.5939056,5815.56439
Michter's Rye,60,1,RW,83255.33661,2184.427474,2952.52833,14229.08624,19023.28198,48817.45725,0,2577.294398,1156.124625,110.3040607,5997.98863
Michter's Rye,60,2,RW,73072.8549,2199.550764,6854.485094,36938.52977,47675.00649,44539.50545,0,4475.661695,2489.325627,117.9013526,4542.100615
Michter's Rye,60,3,RW,66491.28221,2246.610815,8014.714559,37379.19507,49105.02822,49424.08783,0,2657.820673,1232.105211,99.9124575,6531.499716
Michter's Rye,70,1,RW,125974.323,1680.480511,3086.546178,14827.19876,18925.50776,81162.03081,0,4203.730401,1546.370185,98.43441015,4300.954154
