Whiskey,Percent.whiskey,Rep,Style,2-Methoxy-N-methylethylamine,Pentane,Octane,"Propanoic acid, 2,2-dimethyl-, octyl ester","Undecane, 2,6-dimethyl-",Toluene,"1,1,6,6-Tetramethylspiro[4.4]nonane",Pentadecane,"1-Decanol, 2-hexyl-",Benzo[c]thiophene,"Cyclopentane, 1-ethenyl-3-ethyl-2-methyl-"
Michter's Rye,70,2,RW,88378.35284,2066.569973,2873.227811,14525.67655,18637.21858,75611.51665,0,3843.891028,1207.107224,100.3837755,5264.997205
Michter's Rye,70,3,RW,77667.10701,2145.429504,4813.461091,26475.59462,34141.93879,68055.32676,63.4582894,5690.920154,2766.017433,79.47808208,4880.454401
Michter's Rye,80,1,RW,88119.94377,2075.868123,2068.793927,11333.71331,13877.96588,60138.19213,0,5561.472702,1378.174357,74.50583078,866.8553643
Michter's Rye,80,2,RW,78580.81695,2420.565524,6486.196541,30113.64514,37672.83688,68808.44353,0,5299.876622,868.0721214,76.43817596,2035.98859
Michter's Rye,80,3,RW,97547.41133,1988.350495,3294.414062,18444.8061,22981.61517,59805.82782,164.4288492,6164.671678,2812.836707,113.1237905,1671.294285
Michter's Rye,90,1,RW,103307.7628,1983.478293,2603.580715,13697.53265,16225.08309,51404.73442,0,7904.812691,1643.342586,79.764064,574.6065219
Michter's Rye,90,2,RW,85767.23343,2129.756802,3152.254354,15940.67922,19313.82613,49099.53344,0,6615.545302,1144.56937,78.72419999,530.5829053
Michter's Rye,90,3,RW,72831.67435,2302.071812,6945.287168,33569.273,40252.95246,52596.76,0,6426.972972,881.4565532,81.59539893,818.5947391
Michter's Rye,100,1,RW,111879.7609,2136.011586,1839.930009,8958.749584,10142.81845,56273.704,0,6963.14501,1344.163326,81.27271883,0
Michter's Rye,100,2,RW,80301.40708,2240.85065,4857.445503,20961.63239,24367.32025,55173.13209,0,4339.177183,747.3332091,77.38370415,0
Michter's Rye,100,3,RW,83241.23425,2275.859197,5044.146196,22118.64443,25524.7387,55454.95742,0,5382.046929,1075.571442,77.09912125,0
Monkey Shoulder,50,1,BS,56273.04738,3353.479073,652.019343,5787.295298,8768.675151,80699.72906,0,5196.921018,1135.784028,122.4818665,1936.350441
Monkey Shoulder,50,2,BS,57385.88155,3422.828909,1457.366249,11027.25479,15275.42735,89295.83852,0,7320.758958,1186.52719,135.2405406,2053.057104
Monkey Shoulder,50,3,BS,59977.61453,3463.04543,1341.852139,9283.17999,13076.39601,96078.69486,0,6961.635591,1205.111082,420.8927793,2011.886976
Monkey Shoulder,60,1,BS,56551.59916,3496.51127,1039.3748,8220.198954,11828.39244,81278.87032,0,5146.398877,1128.597513,125.5211627,2098.811283
Monkey Shoulder,60,2,BS,58450.2833,3396.911802,845.3417427,7697.154991,11059.28009,78675.8138,0,5057.579215,1071.557741,115.0567909,2129.296732
Monkey Shoulder,60,3,BS,60244.67506,3189.348282,720.0531276,6162.593443,9103.087495,73659.76052,0,4100.674481,1055.176397,92.16748416,1678.692199
Monkey Shoulder,70,1,BS,65467.83291,3672.765585,1036.250098,7988.535929,11559.82225,76983.28888,0,4161.523521,987.8261539,67.50764028,1540.073319
Monkey Shoulder,70,2,BS,62495.74951,3291.651451,1176.465496,8413.538567,11819.68491,72381.19127,619.3419442,3576.130151,979.2392965,87.19629961,1897.05746
Monkey Shoulder,70,3,BS,66910.75199,3159.196387,468.6874282,4564.873161,6964.875884,74678.981,675.7112035,3648.808066,1078.731914,95.11527804,2094.636656
Monkey Shoulder,80,1,BS,58779.35705,3140.799233,794.5015463,7217.96544,9880.083836,67724.48197,0,2952.135571,849.3344976,74.56872908,803.5119996
Monkey Shoulder,80,2,BS,66826.0454,3635.159273,2200.622456,12443.97023,16396.45672,74751.64331,0,4440.535062,887.6259241,174.7436146,478.3096246
Monkey Shoulder,80,3,BS,63169.1726,3231.914802,1315.282898,7748.709854,10992.55322,66440.1797,0,3249.815938,879.3147972,70.32937683,1325.23397
Monkey Shoulder,90,1,BS,63892.71382,3265.036918,243.9942744,3470.301505,5495.592767,55524.88052,0,3455.080302,914.1089619,62.84698447,261.0792296
Monkey Shoulder,90,2,BS,63163.61775,3283.119331,1749.481866,10320.76337,13719.41079,59296.7124,0,3246.414641,839.4398194,77.42771092,198.25669
Monkey Shoulder,90,3,BS,64047.03394,3215.120195,822.1766993,5608.400465,7601.992288,61587.65017,0,3537.834489,882.9937558,67.93722381,287.0091773
Monkey Shoulder,100,1,BS,65568.17824,3426.78804,570.4812892,5635.034148,7428.786273,59556.22852,0,2846.950923,768.8086321,66.3569188,124.343475
Monkey Shoulder,100,2,BS,71003.3011,3797.604308,703.7543619,5920.269093,7666.601385,59211.59285,0,3185.633987,756.6702155,74.36033043,195.2999286
Monkey Shoulder,100,3,BS,61454.85078,3215.923348,238.2983001,3103.801288,4526.7312,50717.2954,0,2766.921745,823.4903092,69.07905547,274.1594471
Four Roses,50,1,BU,33492.01247,2294.188854,6821.049247,455.1415808,898.9924594,4230.055959,0,3254.703649,2220.911933,147.0016742,14587.02042
Four Roses,50,2,BU,32596.54789,2205.73021,2374.185766,271.4240934,886.6663623,3287.777791,0,2939.230642,1822.063946,141.2539994,12105.87882
Four Roses,50,3,BU,34064.82508,2288.861988,6895.623017,374.1357561,781.8694355,4245.973666,0,3278.682231,2019.991575,145.6036468,12106.41243
Four Roses,60,1,BU,35388.52957,2460.49543,7906.223105,422.1268105,724.5571171,4040.544384,0,7797.772924,1827.056872,140.6764542,10946.70705
Four Roses,60,2,BU,34000.47837,2597.08261,9714.72118,575.0077042,863.243737,3949.782728,0,2939.470746,2164.658695,143.7022343,17005.14759
Four Roses,60,3,BU,31266.91155,2209.776436,4060.412421,295.5231713,880.9900539,3229.546072,0,3381.518756,1655.667046,134.1530951,16093.31664
Four Roses,70,1,BU,33670.73195,2284.013003,10312.64293,645.5266253,818.4736034,3822.833399,0,3212.558181,1303.131075,103.6188154,11681.63663
Four Roses,70,2,BU,32264.85765,2286.406419,6403.295659,382.2140838,918.8596503,3469.498012,0,3999.360326,1321.548635,109.5064508,10815.48938
Four Roses,70,3,BU,35332.23947,2376.297607,7658.18928,352.762932,837.6395006,3470.549196,0,2573.140282,1129.258924,94.22503577,11490.99538
Four Roses,80,1,BU,33878.60017,2325.003042,8128.891246,330.6235536,744.0944921,3189.147589,0,5596.659261,1598.426671,62.87875366,3371.184694
Four Roses,80,2,BU,33437.35074,2339.965165,7569.812374,311.6681701,693.4484346,3081.193107,0,5019.492453,1590.299293,84.44873007,3648.327997
Four Roses,80,3,BU,33770.85465,2476.913951,9464.924981,568.1543428,856.4454349,3187.620536,0,4229.959641,1215.730799,66.56438643,4626.189079
Four Roses,90,1,BU,32990.4461,2377.624487,7658.50812,340.6023181,782.1357414,2717.277293,0,2574.253482,873.0418465,75.77674447,664.2523096
Four Roses,90,2,BU,32993.44077,2238.8148,6686.30362,349.2913728,808.3138029,2554.913492,0,2314.238586,865.5002135,77.52724128,885.3762931
Four Roses,90,3,BU,35458.7819,2645.940124,10140.95854,493.1709329,752.4864017,2906.797212,0,6934.641173,1695.567906,64.48324118,630.0948965
Four Roses,100,1,BU,32447.4366,2361.038701,6588.279599,404.8323951,782.0654821,2622.742793,0,3879.312964,812.1462327,80.6148297,256.2040392
Four Roses,100,2,BU,34401.54275,2522.706157,9966.185316,589.7299063,721.6579934,2667.318696,0,1949.720134,704.9150309,81.4417283,284.0860671
Four Roses,100,3,BU,34487.70287,2313.313361,6810.309381,183.0622954,661.4023893,2195.394141,0,1463.178037,645.7928789,74.93198675,273.5028965
Russell Reserve,50,1,RW,85642.1478,2652.317141,0,0,0,26427.24758,1110.766379,7980.008842,4304.070987,125.3437344,8507.704386
Russell Reserve,50,2,RW,86835.50497,2411.499192,0,0,0,23570.78592,0,7143.63341,3198.590746,106.3152595,6799.046803
Russell Reserve,50,3,RW,83341.6653,2680.886712,0,0,0,26185.70052,0,9314.758781,4363.232053,124.4551234,8227.567354
Russell Reserve,60,1,RW,83262.81133,2702.512856,0,0,576.802103,27437.64439,4083.210656,7221.298649,3362.694528,105.8539578,7544.889948
Russell Reserve,60,2,RW,88323.50353,2451.334185,0,0,318.0729624,25835.64908,4401.286358,7253.470479,3671.891051,103.3067244,9084.369036
Russell Reserve,60,3,RW,89785.16487,2541.469646,0,0,0,23642.88357,3237.210016,7237.046061,3456.253847,123.7469435,7420.095138
Russell Reserve,70,1,RW,85471.91304,2499.836521,0,0,0,24711.53209,8725.424185,7576.919616,2768.792522,109.1085673,7872.989609
Russell Reserve,70,2,RW,85987.08704,2547.98701,0,0,0,23842.7386,8556.240129,8424.990183,3269.380535,98.82683209,8377.127165
Russell Reserve,70,3,RW,82854.24335,2690.381252,0,0,0,24862.62448,9013.964692,7681.677487,2351.56888,85.91323093,6010.950762
Russell Reserve,80,1,RW,83523.22082,2603.829149,239.6865566,1523.566809,2784.381402,22608.30752,13169.81987,27076.0509,6674.778367,146.5192648,5099.017785
Russell Reserve,80,2,RW,92786.84898,2709.123291,0,0,0,23591.6926,13610.50047,28814.77352,6704.111086,126.0404465,4918.15243
Russell Reserve,80,3,RW,86105.56198,2435.894096,0,0,636.2177157,22823.31307,12314.09817,26529.44553,5361.854073,140.1160038,3830.963271
Russell Reserve,90,1,RW,83975.75602,2638.459767,0,0,949.0481275,15575.24289,9540.492165,56184.17512,22185.87883,102.1157393,1822.049335
Russell Reserve,90,2,RW,86390.53624,2699.472273,408.3106371,1596.203021,2999.992818,16753.49525,9244.817497,55407.66679,22428.71545,114.8186056,1936.875535
Russell Reserve,90,3,RW,87183.48158,2398.400159,0,0,649.1784196,14705.38941,8442.314782,41311.29073,17928.7893,104.2802551,1552.511694
Russell Reserve,100,1,RW,84965.04259,2451.496736,0,0,0,13652.76062,5684.886905,24825.02627,8288.9932,111.4734761,387.3856705
Russell Reserve,100,2,RW,85746.6595,2460.222295,0,0,0,13412.16902,4147.73994,24509.57431,8228.020578,119.8492346,438.141268
Russell Reserve,100,3,RW,89671.21347,2633.029286,0,0,544.2430515,14597.08314,5666.436393,23884.49617,8060.081944,135.0922334,235.0129399
George T Stagg,50,1,BB,26779.22598,2131.721294,171.0326515,732.2755264,1246.609468,95320.32629,0,30645.77223,3725.221372,78.59882935,3547.912742
George T Stagg,50,2,BB,25828.83311,2096.20305,142.527779,972.4356294,1356.86602,84448.99771,0,25794.19575,3098.807743,76.83127561,2447.093766
George T Stagg,50,3,BB,27995.21958,2225.630934,976.4843497,3566.8746,4874.290627,104023.3951,0,37921.19377,4694.768559,95.26404502,3644.279687
George T Stagg,60,1,BB,26185.49715,2050.707363,341.0876479,1687.036659,2356.690121,69778.19735,0,82967.68883,10724.62174,116.2451797,0
George T Stagg,60,2,BB,26905.55822,2135.893322,198.6504669,968.6968893,1419.415398,71397.11763,0,100609.4467,13517.13747,64.78163734,437.7522673
George T Stagg,60,3,BB,25880.73689,2194.995389,301.5189659,1637.506503,2415.045564,79210.69125,0,91714.76039,12187.13032,102.6460933,393.4768296
George T Stagg,70,1,BB,27118.81673,2240.714528,122.9445851,386.6455423,502.1382688,61400.17502,0,93041.78785,19190.77832,112.525434,0
George T Stagg,70,2,BB,26329.83448,2234.038461,332.2370465,1406.531905,1915.398833,61889.33967,0,93644.056,18674.653,99.93927634,0
George T Stagg,70,3,BB,26520.34421,2239.210435,365.1149118,1829.451734,2398.271733,55921.41722,0,123174.621,26281.76581,89.84091988,0
George T Stagg,80,1,BB,27400.13032,2118.797087,0,0,0,46620.89346,0,25475.34899,3434.584842,69.5922623,0
George T Stagg,80,2,BB,27550.50484,2212.275374,0,143.3513106,174.9697995,49683.0647,0,33369.96929,4789.389667,83.33722649,0
George T Stagg,80,3,BB,26140.24421,2102.25149,0,0,0,47224.00466,0,32458.97871,4694.301293,84.47626902,0
George T Stagg,90,1,BB,26892.34554,2222.223239,0,0,0,37384.1428,0,12281.23716,1299.107167,61.27735439,0
George T Stagg,90,2,BB,26692.98114,2129.462104,28.58375917,0,0,40799.96262,0,10628.32737,1072.081437,52.47769252,0
George T Stagg,90,3,BB,27257.65003,2178.965494,0,0,0,36799.02538,0,10878.79901,1162.946561,45.53280115,0
George T Stagg,100,1,BB,28660.72015,2230.752591,57.46851895,0,0,33241.59879,0,3281.388891,171.5284826,41.05991111,144.6634533
George T Stagg,100,2,BB,26876.76278,2161.837998,0,0,0,32141.0151,0,5739.48974,346.0799399,46.62989702,0
George T Stagg,100,3,BB,26684.49485,2102.299287,0,0,0,31188.09265,0,2925.228675,253.1263804,42.30893698,111.2455022
Teeling,50,1,IW,61734.82837,2192.93479,399.373542,761.8540921,1417.818947,5581.002254,1531.326581,4089.425687,672.7470636,90.46440663,4905.973404
Teeling,50,2,IW,57635.38548,2306.752515,264.868628,383.4776022,833.2101366,6025.126654,1530.942564,5593.702978,706.926073,66.14503784,6549.512511
Teeling,50,3,IW,67601.55292,2083.872721,274.8390423,1091.942565,1033.602884,6467.81065,3621.91962,5547.03469,719.4503052,59.40061829,3811.506493
Teeling,60,1,IW,53047.92739,2356.090016,908.8417963,1314.611535,2110.031198,6237.374347,3933.468824,6944.463911,704.3548801,76.31324998,4646.298826
Teeling,60,2,IW,57559.58523,2355.550821,1351.841654,3617.798173,4927.38339,6767.741252,6666.895697,3999.437423,703.1014749,74.54233319,5266.874072
Teeling,60,3,IW,71413.53185,2250.66158,892.0218709,2494.226586,2982.337892,6274.673034,3607.194979,5210.871909,602.4382836,87.19785651,2581.057998
Teeling,70,1,IW,69807.14314,2239.136475,1133.025743,2638.091103,2848.538245,6027.328353,7937.857382,5658.250539,634.9499017,78.16879479,2983.982111
Teeling,70,2,IW,74629.77816,1989.961852,0,590.2318665,0,4567.245648,3514.883475,6455.383653,649.3082343,82.63956391,1311.939552
Teeling,70,3,IW,63291.28167,2319.412397,1171.457594,3487.190869,3864.379049,5996.980469,7731.709629,6510.058446,602.5847869,79.05932394,1841.660571
Teeling,80,1,IW,59684.58665,2355.895087,2029.11711,4627.385866,5185.683325,5596.79872,5773.520737,5677.820732,612.3651585,80.45753524,347.8574512
Teeling,80,2,IW,63308.51044,2344.793246,2166.882022,4575.736933,5054.423153,5686.301596,6384.266887,6666.33213,602.2799401,74.34839536,0
Teeling,80,3,IW,83623.48675,2694.613142,719.271686,1763.52523,1261.357461,5460.884309,4020.348957,7033.753465,602.0363976,72.57159734,176.2646544
Teeling,90,1,IW,78973.10332,2300.770366,1914.631859,3191.710036,2740.570021,5252.253684,5458.910912,4770.995697,113.0953024,44.23625582,250.5290881
Teeling,90,2,IW,87757.68043,2089.131165,848.4753934,2057.203864,1031.551285,5310.781196,6197.195838,4634.585795,295.5567068,53.10473362,127.7349514
Teeling,90,3,IW,69109.35589,2203.643153,872.87151,2107.863157,843.8086495,5108.888034,3867.645109,3590.314148,337.2858806,53.49300327,0
Teeling,100,1,IW,72922.14091,2193.95277,1112.830371,2617.280715,2051.409727,3149.255199,1228.943826,1511.064706,151.9817658,63.01904235,152.4542467
Teeling,100,2,IW,56581.13738,2324.483402,666.3815582,2076.479562,1091.050148,3532.603926,1024.347342,1727.271653,188.5002502,71.65217827,0
Teeling,100,3,IW,72999.92485,2762.028569,563.4131266,1828.983949,705.6334041,4044.270261,1653.835427,2002.078642,236.7141595,38.93799671,0
Tullamore Dew,50,1,IW,46607.11516,2200.059063,0,0,73.53394738,1944.7289,0,1132.386946,441.1265999,83.66947627,7327.745628
Tullamore Dew,50,2,IW,63744.53861,2116.473097,0,352.4938751,1021.692601,4105.715573,0,4893.183862,596.7487189,73.60059677,5254.154051
Tullamore Dew,50,3,IW,58894.81126,2108.818103,0,709.8207911,1636.332761,4445.247293,0,1798.713177,505.9039699,78.0060158,5826.448488
Tullamore Dew,60,1,IW,70830.83074,2099.671461,0,1730.314961,2677.943678,4427.666907,0,2477.59522,522.1956688,79.07707948,5196.570234
Tullamore Dew,60,2,IW,66589.66664,2143.537367,0,772.6316576,1287.248182,4067.550875,0,3375.54937,518.1394625,79.69228267,4908.215248
Tullamore Dew,60,3,IW,70117.44738,1998.377249,725.7870955,3121.39323,4552.399298,3948.035561,0,1449.906319,504.7160617,80.09718665,4351.087706
Tullamore Dew,70,1,IW,60155.09242,2273.37169,0,791.3688878,976.2779381,4161.645949,0,4073.608285,478.995396,75.10357092,3569.806468
Tullamore Dew,70,2,IW,67641.67868,2042.447725,0,735.918839,1251.949993,3703.906391,0,3347.833523,404.7594053,70.8043052,2870.421457
Tullamore Dew,70,3,IW,64694.8926,2916.658679,0,906.6471437,1245.585836,4823.97185,0,3255.688848,574.1324622,78.04198545,3059.593765
Tullamore Dew,80,1,IW,60077.43934,3448.231477,0,415.5860399,263.0242019,4539.809573,0,2500.278303,405.0472369,61.74675453,940.5945731
Tullamore Dew,80,2,IW,84669.9311,2357.615781,0,1550.996882,2139.694279,4622.608458,0,3483.423196,365.7493303,50.95608658,387.4315903
Tullamore Dew,80,3,IW,71171.56531,3838.986985,0,514.4950927,734.1360458,4562.87364,0,4324.84422,461.3385422,63.28825641,269.1088915
Tullamore Dew,90,1,IW,62827.4552,3466.028377,0,340.5390106,316.6626112,4038.499938,0,2365.775265,320.3542194,68.19982714,0
Tullamore Dew,90,2,IW,67551.22618,3132.093438,0,1157.145633,1073.53802,4310.164232,0,2083.883761,374.135489,67.39136788,0
Tullamore Dew,90,3,IW,74361.55854,2439.543664,0,507.413313,0,4183.298574,0,2586.57929,364.8206985,55.84506507,0
Tullamore Dew,100,1,IW,57974.69807,2477.86914,190.785931,1703.696435,1752.718827,3008.793795,0,858.1305518,247.6727638,61.96847075,0
Tullamore Dew,100,2,IW,68754.4304,2398.618354,0,996.1639465,1211.29282,3154.204542,0,1096.73238,220.9649442,55.90493264,0
Tullamore Dew,100,3,IW,68614.9023,2654.821271,0,276.5014817,125.8685227,3037.869054,0,1608.667643,289.2562527,50.63887806,0
Wild Turkey,50,1,BU,27525.18164,2156.119201,20689.81205,5733.094795,7718.395996,3005.175373,26242.0454,72526.37197,10040.50357,115.2951266,4656.510052
Wild Turkey,50,2,BU,27139.28012,2129.426246,13909.37699,2800.207076,3921.31959,2816.925885,25142.37861,64949.30549,7567.177802,83.49873699,3851.36048
Wild Turkey,50,3,BU,28184.42526,2069.448924,11275.64883,1763.09784,2841.66467,2623.640874,22796.81447,71292.4119,9864.952233,73.56894926,4130.631334
Wild Turkey,60,1,BU,26907.14629,2095.965461,20108.88037,3641.074816,4851.805274,2915.941455,43896.00406,130573.8507,18329.72494,105.1813709,3750.545996
Wild Turkey,60,2,BU,27184.047,2212.757303,24022.6951,4522.861133,6038.850447,3063.765987,44541.31921,123051.1677,18229.65674,91.20076016,3247.573918
Wild Turkey,60,3,BU,28147.20556,2117.179585,21417.80752,2714.016359,3827.74901,2978.346042,41975.66594,113636.4639,12899.9272,101.2351499,3147.908198
Wild Turkey,70,1,BU,26929.46949,2108.087031,18462.09919,1687.82435,2166.176828,2565.209279,53191.01594,371556.4628,67942.86676,0,3413.241497
Wild Turkey,70,2,BU,28420.42576,2110.162173,21077.15468,7451.722881,9215.170753,2604.179549,52500.84526,279595.0017,43026.46444,89.2171077,2066.875517
Wild Turkey,70,3,BU,26640.3811,2086.688263,21963.80033,2791.867042,3703.867576,2699.236844,56933.62298,331913.0138,54581.67169,381.2230343,3207.395366
Wild Turkey,80,1,BU,30056.82585,2185.131588,13785.05093,2159.025079,2718.941213,2110.618744,39473.64729,768030.1582,175960.9229,0,0
Wild Turkey,80,2,BU,28617.39702,2140.430269,17916.15465,4734.306082,5611.562459,2266.924133,46017.52548,687259.1755,137667.9623,0,151.5295224
Wild Turkey,80,3,BU,29072.19442,2192.264891,18745.67469,2741.175257,3296.311377,2445.087788,46683.84238,782579.4275,164631.8105,0,573.3812774
Wild Turkey,90,1,BU,28227.4327,2205.596339,14546.83664,727.859609,661.1727794,1505.731481,26153.69637,670492.9069,201559.8205,0,0
Wild Turkey,90,2,BU,28350.38029,2121.742856,12066.29679,1697.92652,1843.519864,1668.657996,24949.94148,634197.7442,193034.4736,0,0
Wild Turkey,90,3,BU,27898.25858,2151.986692,14196.7388,789.3381664,1013.777628,1573.594953,26385.89598,667520.0554,193258.6997,0,0
Wild Turkey,100,1,BU,33579.27383,2083.005359,11589.26314,0,143.3394459,1381.464723,15313.40768,284976.8199,68039.52075,48.14261143,375.9372906
Wild Turkey,100,2,BU,27031.34691,2100.388928,9463.582834,329.9937966,466.2279175,1245.885433,14730.56604,296428.8612,70047.98643,50.42764592,0
Wild Turkey,100,3,BU,28557.27525,2027.125041,10124.33492,318.6258422,391.7930623,1373.123369,15204.7512,303919.756,72617.92636,0,0
Woodford Rye,50,1,RW,88353.61591,2149.292007,10038.46999,30298.19291,39262.8125,7631.204097,28450.85655,0,0,131.7800435,5192.024106
Woodford Rye,50,2,RW,65590.74152,2312.297029,12775.08658,44448.37005,58481.36937,7565.490416,19019.20931,0,0,112.2604519,7934.894572
Woodford Rye,50,3,RW,76309.19228,2120.291256,9141.659173,19117.15884,25045.63627,7225.022098,16589.18801,0,0,124.6597802,7558.904121
Woodford Rye,60,1,RW,98266.61651,1890.868296,7771.434491,12105.63032,15785.73109,6613.316964,22731.80364,0,0,537.2327244,5544.316581
Woodford Rye,60,2,RW,68872.03438,2237.6301,10210.91168,24409.95216,31582.61617,6878.757601,27746.04888,0,0,628.1622071,6398.877182
Woodford Rye,60,3,RW,94162.79755,2331.51679,11829.68443,15868.31107,20493.58688,7229.790579,45850.70046,0,0,963.0845669,6566.474165
Woodford Rye,70,1,RW,88628.12875,2245.033737,8337.706824,9175.505533,11347.32702,6557.790727,54040.20974,24416.08985,6050.560035,878.6826889,3895.648949
Woodford Rye,70,2,RW,84814.48091,2146.370828,7195.830493,10280.12662,13148.83435,5786.323358,25200.03628,17166.11666,4470.581968,848.6887262,3204.171692
Woodford Rye,70,3,RW,78240.40518,2307.282378,8672.705422,15009.71168,19355.63671,6180.545701,33796.71097,20119.85183,3901.110662,876.2580903,3862.866298
Woodford Rye,80,1,RW,85087.23318,2171.697104,6756.404384,6536.414002,7929.547064,4967.012282,25426.65212,50102.43159,43902.81567,501.9492684,1131.189531
Woodford Rye,80,2,RW,85859.26923,2320.286204,8271.378866,12841.28632,15889.32563,5361.907762,29991.19939,55536.60047,42913.06677,509.3572961,2291.439977
Woodford Rye,80,3,RW,78612.33571,2294.751075,8805.460674,14089.9803,17139.35392,5303.142678,45016.05808,52600.48128,44390.9283,284.1386776,674.4931418
Woodford Rye,90,1,RW,69801.12983,2234.111098,7524.867116,5500.491847,5855.511434,4671.777838,24906.6454,38880.56009,37214.88267,35.29330316,459.0347281
Woodford Rye,90,2,RW,76957.48982,2263.955281,8244.517741,7077.950632,7815.333921,4733.860744,27246.02798,40458.42031,36334.4693,0,0
Woodford Rye,90,3,RW,134519.2974,1675.265615,7617.201435,4509.862225,5047.418583,4681.863822,25460.88905,60132.9449,49053.19797,0,527.1659331
Woodford Rye,100,1,RW,106438.5741,1931.093982,6182.67767,1784.394529,1181.893104,3798.538918,15056.70945,25050.37165,16683.96881,59.95351936,249.1058856
Woodford Rye,100,2,RW,96685.2271,2017.869502,5754.608054,2849.909655,2647.956581,4058.032334,13641.0044,19575.54199,12112.32005,68.79892713,0
Woodford Rye,100,3,RW,81031.65166,2130.068966,5623.867192,3358.107338,3598.704272,4064.230957,13033.82488,15823.11965,10343.26045,77.84049209,0
